Date,LAT,LON,ALLSKY_SFC_SW_DWN,RH2M,GWETTOP_x,T2M_x,T2M_y,GWETTOP_y,T2M,GWETTOP
2021-08-05,27.5,-7.5,28.3,32.7,0.06,,32.01,,32.01,
2021-08-05,27.5,-2.5,25.95,10.27,0.03,,38.56,,38.56,
2021-08-05,28.5,-7.5,28.77,29.99,0.06,,32.43,,32.43,
2021-08-05,28.5,-2.5,26.76,9.73,0.03,,38.9,,38.9,
2021-08-05,29.5,-7.5,28.82,18.18,0.05,,35.52,,35.52,
2021-08-05,29.5,-2.5,27.05,9.79,0.04,,37.68,,37.68,
2021-08-05,30.5,-7.5,29.97,21.71,0.09,,27.09,,27.09,
2021-08-05,30.5,-2.5,28.25,11.56,0.05,,36.39,,36.39,
2021-08-05,31.5,-7.5,29.12,35.5,0.1,,26.36,,26.36,
2021-08-05,31.5,-2.5,28.06,14.77,0.06,,34.94,,34.94,
2021-08-05,32.5,-7.5,28.37,52.29,0.21,,27.04,,27.04,
2021-08-05,32.5,-2.5,29.01,19.86,0.07,,30.31,,30.31,
2021-08-05,33.5,-7.5,26.08,75.17,0.34,,23.31,,23.31,
2021-08-05,33.5,-2.5,29.17,25.01,0.1,,28.93,,28.93,
2021-08-05,34.5,-7.5,26.0,84.78,1.0,,22.6,,22.6,
2021-08-05,34.5,-2.5,28.89,30.38,0.26,,28.55,,28.55,
2021-08-05,35.5,-7.5,28.13,87.73,1.0,,22.48,,22.48,
2021-08-05,35.5,-2.5,27.26,68.69,0.52,,25.31,,25.31,
2021-08-06,27.5,-7.5,26.76,27.04,0.06,,34.33,,34.33,
2021-08-06,27.5,-2.5,28.35,7.07,0.03,,38.82,,38.82,
2021-08-06,28.5,-7.5,26.71,26.79,0.06,,34.18,,34.18,
2021-08-06,28.5,-2.5,27.98,6.98,0.03,,39.07,,39.07,
2021-08-06,29.5,-7.5,28.16,15.21,0.05,,37.14,,37.14,
2021-08-06,29.5,-2.5,27.36,7.11,0.04,,38.31,,38.31,
2021-08-06,30.5,-7.5,29.55,17.21,0.09,,28.66,,28.66,
2021-08-06,30.5,-2.5,27.93,9.86,0.05,,37.26,,37.26,
2021-08-06,31.5,-7.5,28.57,31.85,0.1,,26.91,,26.91,
2021-08-06,31.5,-2.5,27.71,11.65,0.06,,36.1,,36.1,
2021-08-06,32.5,-7.5,28.27,51.91,0.21,,26.6,,26.6,
2021-08-06,32.5,-2.5,28.78,18.64,0.07,,31.39,,31.39,
2021-08-06,33.5,-7.5,23.91,74.12,0.34,,23.2,,23.2,
2021-08-06,33.5,-2.5,28.68,24.51,0.1,,30.41,,30.41,
2021-08-06,34.5,-7.5,23.33,87.72,1.0,,22.51,,22.51,
2021-08-06,34.5,-2.5,28.1,29.44,0.25,,30.01,,30.01,
2021-08-06,35.5,-7.5,28.34,85.73,1.0,,22.52,,22.52,
2021-08-06,35.5,-2.5,26.34,70.88,0.51,,25.61,,25.61,
2021-08-07,27.5,-7.5,27.82,33.73,0.06,,30.62,,30.62,
2021-08-07,27.5,-2.5,24.47,9.92,0.03,,38.46,,38.46,
2021-08-07,28.5,-7.5,27.98,31.14,0.06,,31.6,,31.6,
2021-08-07,28.5,-2.5,24.11,7.7,0.03,,38.18,,38.18,
2021-08-07,29.5,-7.5,28.92,19.11,0.05,,35.27,,35.27,
2021-08-07,29.5,-2.5,25.22,7.75,0.04,,37.86,,37.86,
2021-08-07,30.5,-7.5,29.64,23.16,0.09,,26.98,,26.98,
2021-08-07,30.5,-2.5,25.63,9.86,0.05,,37.24,,37.24,
2021-08-07,31.5,-7.5,28.81,47.64,0.1,,22.85,,22.85,
2021-08-07,31.5,-2.5,25.6,14.51,0.06,,36.15,,36.15,
2021-08-07,32.5,-7.5,27.85,59.45,0.21,,24.28,,24.28,
2021-08-07,32.5,-2.5,26.7,20.78,0.07,,31.32,,31.32,
2021-08-07,33.5,-7.5,22.93,76.13,0.33,,22.25,,22.25,
2021-08-07,33.5,-2.5,27.26,30.44,0.1,,29.03,,29.03,
2021-08-07,34.5,-7.5,25.38,86.34,1.0,,21.8,,21.8,
2021-08-07,34.5,-2.5,27.88,35.33,0.24,,28.08,,28.08,
2021-08-07,35.5,-7.5,26.17,84.52,1.0,,21.74,,21.74,
2021-08-07,35.5,-2.5,26.67,72.53,0.5,,24.93,,24.93,
2021-08-08,27.5,-7.5,27.26,39.85,0.06,,29.24,,29.24,
2021-08-08,27.5,-2.5,25.21,8.37,0.03,,38.58,,38.58,
2021-08-08,28.5,-7.5,26.51,30.44,0.06,,31.84,,31.84,
2021-08-08,28.5,-2.5,25.05,8.05,0.03,,38.2,,38.2,
2021-08-08,29.5,-7.5,28.51,20.31,0.05,,35.52,,35.52,
2021-08-08,29.5,-2.5,25.4,8.35,0.04,,37.26,,37.26,
2021-08-08,30.5,-7.5,29.12,27.61,0.09,,26.52,,26.52,
2021-08-08,30.5,-2.5,27.29,9.47,0.05,,36.6,,36.6,
2021-08-08,31.5,-7.5,27.76,49.9,0.1,,22.24,,22.24,
2021-08-08,31.5,-2.5,27.09,12.7,0.05,,35.34,,35.34,
2021-08-08,32.5,-7.5,27.99,57.94,0.21,,23.74,,23.74,
2021-08-08,32.5,-2.5,28.32,20.62,0.07,,30.63,,30.63,
2021-08-08,33.5,-7.5,26.72,70.51,0.33,,21.82,,21.82,
2021-08-08,33.5,-2.5,28.03,28.92,0.09,,28.49,,28.49,
2021-08-08,34.5,-7.5,27.04,78.67,1.0,,21.48,,21.48,
2021-08-08,34.5,-2.5,26.71,39.34,0.24,,26.42,,26.42,
2021-08-08,35.5,-7.5,28.3,78.79,1.0,,21.27,,21.27,
2021-08-08,35.5,-2.5,25.71,79.61,0.49,,23.18,,23.18,
2021-08-09,27.5,-7.5,27.38,40.8,0.06,,28.07,,28.07,
2021-08-09,27.5,-2.5,21.95,7.91,0.03,,38.25,,38.25,
2021-08-09,28.5,-7.5,26.98,31.71,0.06,,30.7,,30.7,
2021-08-09,28.5,-2.5,20.01,7.95,0.03,,38.27,,38.27,
2021-08-09,29.5,-7.5,28.28,19.38,0.05,,35.4,,35.4,
2021-08-09,29.5,-2.5,20.34,8.83,0.04,,37.21,,37.21,
2021-08-09,30.5,-7.5,28.72,19.79,0.09,,26.68,,26.68,
2021-08-09,30.5,-2.5,22.45,9.74,0.05,,36.93,,36.93,
2021-08-09,31.5,-7.5,27.64,37.01,0.1,,24.3,,24.3,
2021-08-09,31.5,-2.5,22.09,10.22,0.05,,36.09,,36.09,
2021-08-09,32.5,-7.5,26.87,57.83,0.21,,23.08,,23.08,
2021-08-09,32.5,-2.5,25.36,10.99,0.07,,32.25,,32.25,
2021-08-09,33.5,-7.5,25.98,69.54,0.33,,21.53,,21.53,
2021-08-09,33.5,-2.5,25.93,20.76,0.09,,30.16,,30.16,
2021-08-09,34.5,-7.5,26.84,78.25,1.0,,21.65,,21.65,
2021-08-09,34.5,-2.5,25.34,49.65,0.24,,26.57,,26.57,
2021-08-09,35.5,-7.5,27.96,78.72,1.0,,21.73,,21.73,
2021-08-09,35.5,-2.5,19.67,95.16,0.49,,23.31,,23.31,
2021-08-10,27.5,-7.5,27.4,41.3,0.06,,26.65,,26.65,
2021-08-10,27.5,-2.5,24.37,13.92,0.03,,37.89,,37.89,
2021-08-10,28.5,-7.5,28.47,38.16,0.06,,27.76,,27.76,
2021-08-10,28.5,-2.5,24.05,13.01,0.03,,37.92,,37.92,
2021-08-10,29.5,-7.5,28.37,25.67,0.05,,31.76,,31.76,
2021-08-10,29.5,-2.5,23.35,12.85,0.04,,36.79,,36.79,
2021-08-10,30.5,-7.5,28.89,20.49,0.09,,25.11,,25.11,
2021-08-10,30.5,-2.5,22.16,14.06,0.05,,36.98,,36.98,
2021-08-10,31.5,-7.5,27.72,27.0,0.1,,25.78,,25.78,
2021-08-10,31.5,-2.5,21.48,15.47,0.05,,36.1,,36.1,
2021-08-10,32.5,-7.5,26.45,61.31,0.21,,23.53,,23.53,
2021-08-10,32.5,-2.5,22.5,16.99,0.06,,32.44,,32.44,
2021-08-10,33.5,-7.5,24.25,75.82,0.33,,22.01,,22.01,
2021-08-10,33.5,-2.5,21.89,16.77,0.09,,32.02,,32.02,
2021-08-10,34.5,-7.5,21.96,89.52,1.0,,22.37,,22.37,
2021-08-10,34.5,-2.5,17.37,43.06,0.25,,30.47,,30.47,
2021-08-10,35.5,-7.5,21.79,91.26,1.0,,22.81,,22.81,
2021-08-10,35.5,-2.5,15.49,94.79,0.5,,23.64,,23.64,
2021-08-11,27.5,-7.5,27.71,35.95,0.06,,28.13,,28.13,
2021-08-11,27.5,-2.5,27.81,11.3,0.03,,37.97,,37.97,
2021-08-11,28.5,-7.5,28.13,33.89,0.06,,29.18,,29.18,
2021-08-11,28.5,-2.5,27.72,10.76,0.03,,38.05,,38.05,
2021-08-11,29.5,-7.5,27.76,23.13,0.05,,32.03,,32.03,
2021-08-11,29.5,-2.5,27.55,9.55,0.04,,36.9,,36.9,
2021-08-11,30.5,-7.5,28.92,16.51,0.09,,25.62,,25.62,
2021-08-11,30.5,-2.5,27.85,10.18,0.05,,36.53,,36.53,
2021-08-11,31.5,-7.5,28.09,28.03,0.1,,25.97,,25.97,
2021-08-11,31.5,-2.5,27.92,11.5,0.05,,35.22,,35.22,
2021-08-11,32.5,-7.5,26.71,62.56,0.21,,24.42,,24.42,
2021-08-11,32.5,-2.5,27.2,12.43,0.06,,31.94,,31.94,
2021-08-11,33.5,-7.5,26.05,75.97,0.33,,23.22,,23.22,
2021-08-11,33.5,-2.5,24.57,12.28,0.09,,32.39,,32.39,
2021-08-11,34.5,-7.5,25.18,91.2,1.0,,21.9,,21.9,
2021-08-11,34.5,-2.5,18.79,23.43,0.24,,32.28,,32.28,
2021-08-11,35.5,-7.5,20.62,89.4,1.0,,22.27,,22.27,
2021-08-11,35.5,-2.5,12.12,94.13,0.51,,23.99,,23.99,
2021-08-12,27.5,-7.5,28.06,24.71,0.06,,33.54,,33.54,
2021-08-12,27.5,-2.5,26.77,9.35,0.03,,38.0,,38.0,
2021-08-12,28.5,-7.5,27.81,19.9,0.06,,34.7,,34.7,
2021-08-12,28.5,-2.5,26.01,9.15,0.03,,37.96,,37.96,
2021-08-12,29.5,-7.5,26.75,9.28,0.05,,37.72,,37.72,
2021-08-12,29.5,-2.5,26.89,9.92,0.04,,36.38,,36.38,
2021-08-12,30.5,-7.5,24.59,13.51,0.09,,28.0,,28.0,
2021-08-12,30.5,-2.5,28.15,10.69,0.05,,35.45,,35.45,
2021-08-12,31.5,-7.5,25.9,22.02,0.1,,29.0,,29.0,
2021-08-12,31.5,-2.5,28.05,11.17,0.05,,34.62,,34.62,
2021-08-12,32.5,-7.5,26.01,53.99,0.21,,28.57,,28.57,
2021-08-12,32.5,-2.5,28.0,12.35,0.06,,31.29,,31.29,
2021-08-12,33.5,-7.5,24.35,76.39,0.32,,23.51,,23.51,
2021-08-12,33.5,-2.5,27.79,11.87,0.09,,31.89,,31.89,
2021-08-12,34.5,-7.5,23.69,89.58,1.0,,22.2,,22.2,
2021-08-12,34.5,-2.5,26.54,20.49,0.23,,32.45,,32.45,
2021-08-12,35.5,-7.5,21.59,87.01,1.0,,22.66,,22.66,
2021-08-12,35.5,-2.5,19.89,95.92,0.51,,23.8,,23.8,
2021-08-13,27.5,-7.5,27.18,10.49,0.06,,35.84,,35.84,
2021-08-13,27.5,-2.5,26.92,9.7,0.03,,38.11,,38.11,
2021-08-13,28.5,-7.5,26.92,10.11,0.06,,35.91,,35.91,
2021-08-13,28.5,-2.5,26.82,9.77,0.03,,37.63,,37.63,
2021-08-13,29.5,-7.5,24.38,9.4,0.05,,37.45,,37.45,
2021-08-13,29.5,-2.5,27.16,9.35,0.04,,36.38,,36.38,
2021-08-13,30.5,-7.5,25.02,14.5,0.09,,27.75,,27.75,
2021-08-13,30.5,-2.5,27.66,9.77,0.05,,35.38,,35.38,
2021-08-13,31.5,-7.5,24.64,14.13,0.1,,30.88,,30.88,
2021-08-13,31.5,-2.5,27.41,10.01,0.05,,34.65,,34.65,
2021-08-13,32.5,-7.5,25.22,31.68,0.2,,34.68,,34.68,
2021-08-13,32.5,-2.5,27.54,10.26,0.06,,31.57,,31.57,
2021-08-13,33.5,-7.5,21.34,65.26,0.32,,27.29,,27.29,
2021-08-13,33.5,-2.5,27.7,9.83,0.09,,32.12,,32.12,
2021-08-13,34.5,-7.5,22.88,95.55,1.0,,22.98,,22.98,
2021-08-13,34.5,-2.5,26.67,14.54,0.21,,34.48,,34.48,
2021-08-13,35.5,-7.5,23.67,93.97,1.0,,23.29,,23.29,
2021-08-13,35.5,-2.5,17.46,90.29,0.5,,24.56,,24.56,
2021-08-14,27.5,-7.5,25.8,12.52,0.06,,36.64,,36.64,
2021-08-14,27.5,-2.5,27.57,9.49,0.03,,37.4,,37.4,
2021-08-14,28.5,-7.5,25.44,10.28,0.05,,36.46,,36.46,
2021-08-14,28.5,-2.5,27.92,8.69,0.03,,37.17,,37.17,
2021-08-14,29.5,-7.5,25.9,8.59,0.05,,37.74,,37.74,
2021-08-14,29.5,-2.5,28.34,7.68,0.04,,36.64,,36.64,
2021-08-14,30.5,-7.5,25.98,12.19,0.09,,28.79,,28.79,
2021-08-14,30.5,-2.5,28.61,7.77,0.05,,36.27,,36.27,
2021-08-14,31.5,-7.5,23.3,12.96,0.1,,30.92,,30.92,
2021-08-14,31.5,-2.5,27.35,8.6,0.05,,36.12,,36.12,
2021-08-14,32.5,-7.5,24.06,19.12,0.19,,36.48,,36.48,
2021-08-14,32.5,-2.5,26.68,9.78,0.06,,32.49,,32.49,
2021-08-14,33.5,-7.5,22.34,54.74,0.31,,29.33,,29.33,
2021-08-14,33.5,-2.5,26.89,10.57,0.08,,32.07,,32.07,
2021-08-14,34.5,-7.5,22.84,94.74,1.0,,23.96,,23.96,
2021-08-14,34.5,-2.5,26.08,16.88,0.2,,33.83,,33.83,
2021-08-14,35.5,-7.5,21.66,91.22,1.0,,24.16,,24.16,
2021-08-14,35.5,-2.5,21.95,96.61,0.5,,24.15,,24.15,
2021-08-15,27.5,-7.5,27.59,8.62,0.06,,36.29,,36.29,
2021-08-15,27.5,-2.5,27.43,9.76,0.03,,37.2,,37.2,
2021-08-15,28.5,-7.5,27.12,8.21,0.05,,36.72,,36.72,
2021-08-15,28.5,-2.5,27.26,10.37,0.03,,37.1,,37.1,
2021-08-15,29.5,-7.5,26.1,7.64,0.05,,37.98,,37.98,
2021-08-15,29.5,-2.5,27.57,11.75,0.04,,35.99,,35.99,
2021-08-15,30.5,-7.5,24.53,9.89,0.09,,29.36,,29.36,
2021-08-15,30.5,-2.5,27.61,13.16,0.05,,35.37,,35.37,
2021-08-15,31.5,-7.5,23.94,14.3,0.09,,31.95,,31.95,
2021-08-15,31.5,-2.5,26.56,12.86,0.05,,35.13,,35.13,
2021-08-15,32.5,-7.5,26.23,22.56,0.18,,35.48,,35.48,
2021-08-15,32.5,-2.5,25.31,13.51,0.06,,32.1,,32.1,
2021-08-15,33.5,-7.5,24.87,62.37,0.31,,28.36,,28.36,
2021-08-15,33.5,-2.5,25.49,15.11,0.08,,31.86,,31.86,
2021-08-15,34.5,-7.5,23.99,94.9,1.0,,24.11,,24.11,
2021-08-15,34.5,-2.5,25.08,20.14,0.2,,33.62,,33.62,
2021-08-15,35.5,-7.5,23.7,84.51,1.0,,24.11,,24.11,
2021-08-15,35.5,-2.5,23.3,92.3,0.5,,24.65,,24.65,
2021-08-16,27.5,-7.5,27.19,12.43,0.06,,36.65,,36.65,
2021-08-16,27.5,-2.5,26.99,12.79,0.03,,36.59,,36.59,
2021-08-16,28.5,-7.5,26.73,12.11,0.05,,36.61,,36.61,
2021-08-16,28.5,-2.5,27.73,13.99,0.03,,36.2,,36.2,
2021-08-16,29.5,-7.5,25.63,11.55,0.05,,37.55,,37.55,
2021-08-16,29.5,-2.5,27.37,15.05,0.04,,34.88,,34.88,
2021-08-16,30.5,-7.5,21.63,17.99,0.08,,28.23,,28.23,
2021-08-16,30.5,-2.5,26.97,15.25,0.05,,34.61,,34.61,
2021-08-16,31.5,-7.5,24.44,17.74,0.09,,31.0,,31.0,
2021-08-16,31.5,-2.5,26.63,15.78,0.05,,34.28,,34.28,
2021-08-16,32.5,-7.5,25.04,29.61,0.17,,33.47,,33.47,
2021-08-16,32.5,-2.5,23.84,15.54,0.06,,31.66,,31.66,
2021-08-16,33.5,-7.5,25.08,67.38,0.31,,26.85,,26.85,
2021-08-16,33.5,-2.5,24.29,17.19,0.08,,31.38,,31.38,
2021-08-16,34.5,-7.5,24.79,93.54,1.0,,23.71,,23.71,
2021-08-16,34.5,-2.5,24.25,23.09,0.19,,33.54,,33.54,
2021-08-16,35.5,-7.5,25.24,82.76,1.0,,23.97,,23.97,
2021-08-16,35.5,-2.5,20.92,79.48,0.49,,25.17,,25.17,
2021-08-17,27.5,-7.5,27.25,13.52,0.06,,36.19,,36.19,
2021-08-17,27.5,-2.5,26.66,12.15,0.03,,35.49,,35.49,
2021-08-17,28.5,-7.5,26.9,13.78,0.05,,36.02,,36.02,
2021-08-17,28.5,-2.5,27.98,12.55,0.03,,35.43,,35.43,
2021-08-17,29.5,-7.5,24.82,13.14,0.05,,38.11,,38.11,
2021-08-17,29.5,-2.5,27.29,14.14,0.04,,34.66,,34.66,
2021-08-17,30.5,-7.5,24.65,16.81,0.08,,27.76,,27.76,
2021-08-17,30.5,-2.5,25.89,15.68,0.05,,34.51,,34.51,
2021-08-17,31.5,-7.5,28.25,18.26,0.09,,28.18,,28.18,
2021-08-17,31.5,-2.5,24.5,17.55,0.05,,34.36,,34.36,
2021-08-17,32.5,-7.5,28.39,29.21,0.16,,30.06,,30.06,
2021-08-17,32.5,-2.5,22.99,16.42,0.06,,31.59,,31.59,
2021-08-17,33.5,-7.5,27.6,68.92,0.3,,24.78,,24.78,
2021-08-17,33.5,-2.5,23.95,23.25,0.08,,29.9,,29.9,
2021-08-17,34.5,-7.5,27.02,87.04,1.0,,23.06,,23.06,
2021-08-17,34.5,-2.5,25.56,38.69,0.2,,28.32,,28.32,
2021-08-17,35.5,-7.5,27.37,81.71,1.0,,23.36,,23.36,
2021-08-17,35.5,-2.5,23.19,94.16,0.49,,24.71,,24.71,
2021-08-18,27.5,-7.5,26.65,11.39,0.06,,36.5,,36.5,
2021-08-18,27.5,-2.5,26.73,11.78,0.03,,35.9,,35.9,
2021-08-18,28.5,-7.5,25.89,12.12,0.05,,35.96,,35.96,
2021-08-18,28.5,-2.5,27.25,11.53,0.03,,35.78,,35.78,
2021-08-18,29.5,-7.5,25.7,11.09,0.05,,36.85,,36.85,
2021-08-18,29.5,-2.5,27.85,12.95,0.04,,34.55,,34.55,
2021-08-18,30.5,-7.5,26.24,17.56,0.08,,26.5,,26.5,
2021-08-18,30.5,-2.5,26.44,14.35,0.05,,34.13,,34.13,
2021-08-18,31.5,-7.5,27.35,22.98,0.09,,26.25,,26.25,
2021-08-18,31.5,-2.5,24.08,17.38,0.05,,33.76,,33.76,
2021-08-18,32.5,-7.5,28.02,43.18,0.16,,27.94,,27.94,
2021-08-18,32.5,-2.5,22.98,22.07,0.06,,30.23,,30.23,
2021-08-18,33.5,-7.5,27.29,72.79,0.3,,24.14,,24.14,
2021-08-18,33.5,-2.5,23.75,33.94,0.08,,28.95,,28.95,
2021-08-18,34.5,-7.5,25.58,85.95,1.0,,23.11,,23.11,
2021-08-18,34.5,-2.5,26.17,48.72,0.2,,27.41,,27.41,
2021-08-18,35.5,-7.5,26.02,90.07,1.0,,23.34,,23.34,
2021-08-18,35.5,-2.5,23.92,88.28,0.48,,24.37,,24.37,
2021-08-19,27.5,-7.5,25.26,11.59,0.06,,36.72,,36.72,
2021-08-19,27.5,-2.5,25.44,13.09,0.03,,37.14,,37.14,
2021-08-19,28.5,-7.5,25.83,10.67,0.05,,36.22,,36.22,
2021-08-19,28.5,-2.5,26.13,10.78,0.03,,36.88,,36.88,
2021-08-19,29.5,-7.5,25.34,10.54,0.05,,36.63,,36.63,
2021-08-19,29.5,-2.5,27.46,10.33,0.04,,35.3,,35.3,
2021-08-19,30.5,-7.5,25.69,18.49,0.08,,26.44,,26.44,
2021-08-19,30.5,-2.5,27.28,11.51,0.05,,34.43,,34.43,
2021-08-19,31.5,-7.5,25.57,25.28,0.09,,26.02,,26.02,
2021-08-19,31.5,-2.5,25.42,16.37,0.06,,34.34,,34.34,
2021-08-19,32.5,-7.5,26.57,40.1,0.15,,27.63,,27.63,
2021-08-19,32.5,-2.5,25.4,18.11,0.07,,31.44,,31.44,
2021-08-19,33.5,-7.5,26.04,72.41,0.3,,23.59,,23.59,
2021-08-19,33.5,-2.5,23.73,26.36,0.08,,30.03,,30.03,
2021-08-19,34.5,-7.5,25.37,82.27,1.0,,22.74,,22.74,
2021-08-19,34.5,-2.5,25.97,47.0,0.21,,27.62,,27.62,
2021-08-19,35.5,-7.5,26.32,78.54,1.0,,22.96,,22.96,
2021-08-19,35.5,-2.5,24.28,91.19,0.48,,23.94,,23.94,
2021-08-20,27.5,-7.5,19.9,17.15,0.06,,34.55,,34.55,
2021-08-20,27.5,-2.5,22.98,13.73,0.03,,37.84,,37.84,
2021-08-20,28.5,-7.5,22.92,18.04,0.05,,34.05,,34.05,
2021-08-20,28.5,-2.5,23.95,11.8,0.03,,37.39,,37.39,
2021-08-20,29.5,-7.5,25.44,13.91,0.05,,36.33,,36.33,
2021-08-20,29.5,-2.5,25.75,10.64,0.04,,36.0,,36.0,
2021-08-20,30.5,-7.5,25.58,19.29,0.08,,26.41,,26.41,
2021-08-20,30.5,-2.5,26.79,10.24,0.05,,35.04,,35.04,
2021-08-20,31.5,-7.5,26.02,26.86,0.09,,26.1,,26.1,
2021-08-20,31.5,-2.5,26.61,11.43,0.06,,34.18,,34.18,
2021-08-20,32.5,-7.5,26.51,47.33,0.15,,26.74,,26.74,
2021-08-20,32.5,-2.5,25.43,13.52,0.07,,31.47,,31.47,
2021-08-20,33.5,-7.5,26.01,70.64,0.3,,23.09,,23.09,
2021-08-20,33.5,-2.5,23.65,21.44,0.08,,30.95,,30.95,
2021-08-20,34.5,-7.5,25.92,82.13,1.0,,22.67,,22.67,
2021-08-20,34.5,-2.5,24.66,53.6,0.21,,27.53,,27.53,
2021-08-20,35.5,-7.5,24.0,77.21,1.0,,23.4,,23.4,
2021-08-20,35.5,-2.5,23.14,90.7,0.48,,24.49,,24.49,
2021-08-21,27.5,-7.5,26.71,14.29,0.06,,33.7,,33.7,
2021-08-21,27.5,-2.5,26.26,9.1,0.03,,38.15,,38.15,
2021-08-21,28.5,-7.5,25.82,14.99,0.05,,32.92,,32.92,
2021-08-21,28.5,-2.5,26.4,8.0,0.03,,37.36,,37.36,
2021-08-21,29.5,-7.5,24.48,12.57,0.05,,33.19,,33.19,
2021-08-21,29.5,-2.5,25.99,8.04,0.04,,36.61,,36.61,
2021-08-21,30.5,-7.5,25.77,19.1,0.08,,24.43,,24.43,
2021-08-21,30.5,-2.5,24.46,8.72,0.05,,35.6,,35.6,
2021-08-21,31.5,-7.5,25.48,36.48,0.09,,23.83,,23.83,
2021-08-21,31.5,-2.5,25.52,9.9,0.06,,34.38,,34.38,
2021-08-21,32.5,-7.5,23.47,54.76,0.15,,25.19,,25.19,
2021-08-21,32.5,-2.5,25.99,11.31,0.07,,30.96,,30.96,
2021-08-21,33.5,-7.5,20.61,73.55,0.3,,23.26,,23.26,
2021-08-21,33.5,-2.5,26.23,35.42,0.08,,29.73,,29.73,
2021-08-21,34.5,-7.5,21.23,86.08,1.0,,23.01,,23.01,
2021-08-21,34.5,-2.5,22.88,58.98,0.22,,27.48,,27.48,
2021-08-21,35.5,-7.5,24.62,89.82,1.0,,23.22,,23.22,
2021-08-21,35.5,-2.5,17.86,91.14,0.48,,24.3,,24.3,
2021-08-22,27.5,-7.5,26.81,21.33,0.06,,32.5,,32.5,
2021-08-22,27.5,-2.5,25.77,9.62,0.03,,37.16,,37.16,
2021-08-22,28.5,-7.5,26.65,19.85,0.05,,32.42,,32.42,
2021-08-22,28.5,-2.5,25.32,9.31,0.03,,36.99,,36.99,
2021-08-22,29.5,-7.5,26.48,11.02,0.05,,34.95,,34.95,
2021-08-22,29.5,-2.5,26.22,9.1,0.04,,35.91,,35.91,
2021-08-22,30.5,-7.5,27.43,15.07,0.08,,25.53,,25.53,
2021-08-22,30.5,-2.5,26.04,9.66,0.05,,35.46,,35.46,
2021-08-22,31.5,-7.5,26.41,38.46,0.09,,24.71,,24.71,
2021-08-22,31.5,-2.5,23.97,10.3,0.06,,34.41,,34.41,
2021-08-22,32.5,-7.5,25.47,57.39,0.15,,25.88,,25.88,
2021-08-22,32.5,-2.5,22.64,12.12,0.07,,31.05,,31.05,
2021-08-22,33.5,-7.5,23.37,74.57,0.3,,23.65,,23.65,
2021-08-22,33.5,-2.5,21.1,32.57,0.08,,29.74,,29.74,
2021-08-22,34.5,-7.5,23.71,90.79,1.0,,22.95,,22.95,
2021-08-22,34.5,-2.5,17.93,49.9,0.22,,28.39,,28.39,
2021-08-22,35.5,-7.5,24.67,94.7,1.0,,23.41,,23.41,
2021-08-22,35.5,-2.5,17.4,93.15,0.48,,25.14,,25.14,
2021-08-23,27.5,-7.5,24.66,28.16,0.06,,32.87,,32.87,
2021-08-23,27.5,-2.5,26.66,11.68,0.03,,36.65,,36.65,
2021-08-23,28.5,-7.5,24.15,24.45,0.05,,33.3,,33.3,
2021-08-23,28.5,-2.5,26.42,11.68,0.03,,36.38,,36.38,
2021-08-23,29.5,-7.5,21.99,11.05,0.05,,35.89,,35.89,
2021-08-23,29.5,-2.5,26.21,11.64,0.04,,35.12,,35.12,
2021-08-23,30.5,-7.5,22.99,14.93,0.08,,26.75,,26.75,
2021-08-23,30.5,-2.5,26.47,12.26,0.05,,34.61,,34.61,
2021-08-23,31.5,-7.5,22.57,28.65,0.09,,26.88,,26.88,
2021-08-23,31.5,-2.5,26.17,12.77,0.06,,33.61,,33.61,
2021-08-23,32.5,-7.5,24.35,55.56,0.14,,26.5,,26.5,
2021-08-23,32.5,-2.5,25.06,12.67,0.07,,30.92,,30.92,
2021-08-23,33.5,-7.5,19.03,74.92,0.3,,23.29,,23.29,
2021-08-23,33.5,-2.5,24.39,12.13,0.08,,31.31,,31.31,
2021-08-23,34.5,-7.5,19.08,91.75,1.0,,22.61,,22.61,
2021-08-23,34.5,-2.5,19.9,35.28,0.22,,30.23,,30.23,
2021-08-23,35.5,-7.5,18.95,94.1,1.0,,23.43,,23.43,
2021-08-23,35.5,-2.5,16.6,95.27,0.48,,25.21,,25.21,
2021-08-24,27.5,-7.5,22.79,25.16,0.06,,32.98,,32.98,
2021-08-24,27.5,-2.5,26.3,13.1,0.03,,35.89,,35.89,
2021-08-24,28.5,-7.5,22.59,20.63,0.05,,33.68,,33.68,
2021-08-24,28.5,-2.5,25.87,14.36,0.03,,35.66,,35.66,
2021-08-24,29.5,-7.5,21.26,13.84,0.05,,35.21,,35.21,
2021-08-24,29.5,-2.5,26.03,16.13,0.04,,34.17,,34.17,
2021-08-24,30.5,-7.5,21.65,19.63,0.08,,25.67,,25.67,
2021-08-24,30.5,-2.5,25.26,16.97,0.05,,33.65,,33.65,
2021-08-24,31.5,-7.5,21.86,31.98,0.09,,25.45,,25.45,
2021-08-24,31.5,-2.5,23.25,17.87,0.06,,32.56,,32.56,
2021-08-24,32.5,-7.5,22.98,59.92,0.14,,25.09,,25.09,
2021-08-24,32.5,-2.5,20.29,19.38,0.07,,29.39,,29.39,
2021-08-24,33.5,-7.5,18.95,76.64,0.3,,22.73,,22.73,
2021-08-24,33.5,-2.5,19.24,22.47,0.08,,29.55,,29.55,
2021-08-24,34.5,-7.5,12.56,91.87,1.0,,21.78,,21.78,
