Date,LAT,LON,NDWI,nb_images
2021-06-01,35.5,-7.5,-0.0019,2
2021-07-01,35.5,-7.5,0.0091,4
2021-08-01,35.5,-7.5,-0.049,3
2021-09-01,35.5,-7.5,-0.3787,5
2021-10-01,35.5,-7.5,-0.48,5
2021-11-01,35.5,-7.5,-0.2436,4
2021-12-01,35.5,-7.5,-0.3984,5
2022-01-01,35.5,-7.5,-0.6175,4
2022-02-01,35.5,-7.5,0.013,4
2022-03-01,35.5,-7.5,-0.0365,1
2022-04-01,35.5,-7.5,0.0106,3
2022-05-01,35.5,-7.5,0.0275,5
2022-06-01,35.5,-7.5,0.01,5
2022-07-01,35.5,-7.5,0.0098,5
2022-08-01,35.5,-7.5,-0.0087,3
2022-09-01,35.5,-7.5,-0.0004,3
2022-10-01,35.5,-7.5,-0.2408,2
2022-11-01,35.5,-7.5,-0.3341,2
2022-12-01,35.5,-7.5,-0.1802,3
2023-01-01,35.5,-7.5,-0.2637,3
2023-02-01,35.5,-7.5,-0.5458,2
2023-03-01,35.5,-7.5,0.0865,2
2023-04-01,35.5,-7.5,-0.0409,2
2023-05-01,35.5,-7.5,0.0256,5
2023-06-01,35.5,-7.5,-0.0125,4
2023-07-01,35.5,-7.5,-0.0008,5
2023-08-01,35.5,-7.5,0.002,5
2023-09-01,35.5,-7.5,0.0754,3
2023-10-01,35.5,-7.5,-0.0757,1
2023-11-01,35.5,-7.5,-0.0904,4
2023-12-01,35.5,-7.5,-0.0568,2
2024-01-01,35.5,-7.5,0.1003,2
2024-02-01,35.5,-7.5,0.1011,1
2024-03-01,35.5,-7.5,-0.0554,2
2024-04-01,35.5,-7.5,0.0144,2
2024-05-01,35.5,-7.5,0.0145,4
2024-06-01,35.5,-7.5,-0.0155,2
2024-07-01,35.5,-7.5,0.0052,4
2024-08-01,35.5,-7.5,0.0715,3
2024-09-01,35.5,-7.5,0.095,2
2024-10-01,35.5,-7.5,-0.032,2
2024-11-01,35.5,-7.5,-0.0667,1
2024-12-01,35.5,-7.5,-0.3094,3
2025-01-01,35.5,-7.5,0.0763,2
2025-02-01,35.5,-7.5,-0.2517,2
2025-03-01,35.5,-7.5,-0.0718,4
2025-04-01,35.5,-7.5,-0.0051,1
2025-05-01,35.5,-7.5,0.0014,6
2025-06-01,35.5,-7.5,0.0131,7
2025-07-01,35.5,-7.5,-0.0104,5
2025-08-01,35.5,-7.5,-0.0232,4
2025-09-01,35.5,-7.5,0.0126,2
2025-10-01,35.5,-7.5,-0.3379,4
2025-11-01,35.5,-7.5,-0.2394,5
2025-12-01,35.5,-7.5,-0.1114,1
2020-01-01,35.5,-2.5,0.435,3
2020-02-01,35.5,-2.5,-0.2253,1
2020-03-01,35.5,-2.5,-0.0025,3
2020-04-01,35.5,-2.5,0.0575,2
2020-05-01,35.5,-2.5,0.0369,1
2020-06-01,35.5,-2.5,-0.0022,5
2020-07-01,35.5,-2.5,0.0751,5
2020-08-01,35.5,-2.5,0.0141,4
2020-09-01,35.5,-2.5,-0.0643,4
2020-10-01,35.5,-2.5,-0.2857,3
2020-11-01,35.5,-2.5,-0.2592,1
2020-12-01,35.5,-2.5,-0.4397,5
2021-01-01,35.5,-2.5,-0.6877,1
2021-02-01,35.5,-2.5,0.2313,2
2021-03-01,35.5,-2.5,-0.1398,3
2021-04-01,35.5,-2.5,0.0591,2
2021-05-01,35.5,-2.5,-0.0827,2
2021-06-01,35.5,-2.5,0.0343,3
2021-07-01,35.5,-2.5,0.0606,3
2021-08-01,35.5,-2.5,0.079,4
2021-09-01,35.5,-2.5,0.0398,4
2021-10-01,35.5,-2.5,-0.4117,3
2021-11-01,35.5,-2.5,-0.3308,3
2021-12-01,35.5,-2.5,-0.3362,3
2022-01-01,35.5,-2.5,-0.4071,3
2022-02-01,35.5,-2.5,-0.1165,2
2022-03-01,35.5,-2.5,0.3103,1
2022-04-01,35.5,-2.5,-0.1952,3
2022-05-01,35.5,-2.5,0.0518,2
2022-06-01,35.5,-2.5,0.0138,5
2022-07-01,35.5,-2.5,0.0456,6
2022-08-01,35.5,-2.5,0.0188,4
2022-09-01,35.5,-2.5,0.0042,4
2022-10-01,35.5,-2.5,-1.0,1
2022-11-01,35.5,-2.5,-0.0127,4
2022-12-01,35.5,-2.5,,0
2023-01-01,35.5,-2.5,0.1245,2
2023-02-01,35.5,-2.5,0.1115,1
2023-03-01,35.5,-2.5,0.0151,4
2023-04-01,35.5,-2.5,0.0963,4
2023-05-01,35.5,-2.5,0.1291,6
2023-06-01,35.5,-2.5,0.0538,5
2023-07-01,35.5,-2.5,0.0602,5
2023-08-01,35.5,-2.5,0.0827,5
2023-09-01,35.5,-2.5,-0.0031,2
2023-10-01,35.5,-2.5,-0.0219,2
2023-11-01,35.5,-2.5,-0.2265,2
2023-12-01,35.5,-2.5,0.1728,2
2024-01-01,35.5,-2.5,0.3468,3
2024-02-01,35.5,-2.5,0.1034,3
2024-03-01,35.5,-2.5,0.1564,2
2024-04-01,35.5,-2.5,-0.1378,4
2024-05-01,35.5,-2.5,0.0856,2
2024-06-01,35.5,-2.5,0.0218,5
2024-07-01,35.5,-2.5,0.0244,5
2024-08-01,35.5,-2.5,0.0128,6
2024-09-01,35.5,-2.5,0.0183,3
2024-10-01,35.5,-2.5,0.0436,4
2024-11-01,35.5,-2.5,0.1468,3
2024-12-01,35.5,-2.5,0.153,4
2025-01-01,35.5,-2.5,0.1813,2
2025-02-01,35.5,-2.5,-0.04,1
2025-03-01,35.5,-2.5,0.0992,3
2025-04-01,35.5,-2.5,0.0136,5
2025-05-01,35.5,-2.5,0.0465,6
2025-06-01,35.5,-2.5,0.0036,5
2025-07-01,35.5,-2.5,0.0831,7
2025-08-01,35.5,-2.5,0.0549,6
2025-09-01,35.5,-2.5,-0.08,4
2025-10-01,35.5,-2.5,-0.0252,5
2025-11-01,35.5,-2.5,-0.2303,5
2025-12-01,35.5,-2.5,-0.3522,2
