-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2025 through 12/31/2025 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
-END HEADER-
LAT,LON,YEAR,DOY,ALLSKY_SFC_SW_DWN
34.5,-5.5,2025,5,10.04
34.5,-4.5,2025,5,9.06
34.5,-3.5,2025,5,9.06
34.5,-2.5,2025,5,8.65
34.5,-1.5,2025,5,9.5
35.5,-9.5,2025,5,3.23
35.5,-8.5,2025,5,3.62
35.5,-7.5,2025,5,5.9
35.5,-6.5,2025,5,8.97
35.5,-5.5,2025,5,9.14
35.5,-4.5,2025,5,6.77
35.5,-3.5,2025,5,9.32
35.5,-2.5,2025,5,8.45
35.5,-1.5,2025,5,8.06
27.5,-9.5,2025,6,15.89
27.5,-8.5,2025,6,16.02
27.5,-7.5,2025,6,16.12
27.5,-6.5,2025,6,16.18
27.5,-5.5,2025,6,16.26
27.5,-4.5,2025,6,16.18
27.5,-3.5,2025,6,16.05
27.5,-2.5,2025,6,15.9
27.5,-1.5,2025,6,16.0
28.5,-9.5,2025,6,14.81
28.5,-8.5,2025,6,15.3
28.5,-7.5,2025,6,15.49
28.5,-6.5,2025,6,15.52
28.5,-5.5,2025,6,15.58
28.5,-4.5,2025,6,15.62
28.5,-3.5,2025,6,15.62
28.5,-2.5,2025,6,15.38
28.5,-1.5,2025,6,15.46
29.5,-9.5,2025,6,12.93
29.5,-8.5,2025,6,14.5
29.5,-7.5,2025,6,14.9
29.5,-6.5,2025,6,15.02
29.5,-5.5,2025,6,15.02
29.5,-4.5,2025,6,14.87
29.5,-3.5,2025,6,15.09
29.5,-2.5,2025,6,14.98
29.5,-1.5,2025,6,14.99
30.5,-9.5,2025,6,12.62
30.5,-8.5,2025,6,13.89
30.5,-7.5,2025,6,14.92
30.5,-6.5,2025,6,14.79
30.5,-5.5,2025,6,14.72
30.5,-4.5,2025,6,14.66
30.5,-3.5,2025,6,14.78
30.5,-2.5,2025,6,14.55
30.5,-1.5,2025,6,14.79
31.5,-9.5,2025,6,12.51
31.5,-8.5,2025,6,10.42
31.5,-7.5,2025,6,10.16
31.5,-6.5,2025,6,9.3
31.5,-5.5,2025,6,12.39
31.5,-4.5,2025,6,13.81
31.5,-3.5,2025,6,13.99
31.5,-2.5,2025,6,14.02
31.5,-1.5,2025,6,13.65
32.5,-9.5,2025,6,11.29
32.5,-8.5,2025,6,9.7
32.5,-7.5,2025,6,7.71
32.5,-6.5,2025,6,6.61
32.5,-5.5,2025,6,6.9
32.5,-4.5,2025,6,10.0
32.5,-3.5,2025,6,9.51
32.5,-2.5,2025,6,9.9
32.5,-1.5,2025,6,10.87
33.5,-9.5,2025,6,11.28
33.5,-8.5,2025,6,11.03
33.5,-7.5,2025,6,10.09
33.5,-6.5,2025,6,6.97
